title,prerequisites,description,is_project_based,languages,is_spring_26,url,days (spring 26),times (spring 26),location (spring 26),professor (spring 26)
COMP_SCI 410: Quadrotor Design and Control,C programming experience and instructor permission.,"Centered around a project where teams (1 to 2 students per team) create and program a visually-guided autonomous quadrotor robot, this class focuses on advanced embedded control of an electromechanical system.  Topics include mechanical/electrical assembly, programming interfaces between an embedded computer (such as a Raspberry PI running Linux) and external sensors/actuators (such as an IMU, camera, or motor controllers), programming and tuning a timing-critical control loop for stable flight, using pre-existing computer vision software for tracking optical targets, and creating a software stack that interacts with low-level code to create a desired high level behavior. Formerly COMP_SCI 396/496. COURSE COORDINATORS : Prof. Rubenstein COURSE INSTRUCTOR: Prof. Mike Rubenstein",1,,1,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/410.html,Th,12:30PM-3:20PM,2122 Sheridan Rd,Michael Rubenstein
COMP_SCI 496: Engineering Modern Cryptographic Protocols,Instructor Consent,"Modern cryptographic protocols provide users with full control of their data without any privacy scarification. However, such power comes with a massive slowdown; many protocols are often thousands or millions of times slower than cleartext computation. To obtain the best performance possible, recent systems have spent many efforts to accelerate cryptographic protocols as a co-design of theory and system. This course will study some recent success in such co-design. Week 1: AES, GCM, and their hardware acceleration Week 2: Extension-field operations Week 3: Fast Fourier transform, number-theoretic transform Week 4: Elliptic curve cryptography basics Week 5: Curve25519: design Week 6: Curve25519: hardware acceleration Week 7: Kernel, network pipelining, and gate-by-gate protocols Week 8: Permutation and random permutation Week 9: Instruction pipelining Week 10: Presentation GRADES: Project (60%) Presentation (20%) In-class discussion (20%) COURSE COORDINATORS: Prof. Xiao Wang COURSE INSTRUCTOR : Prof. Wang",1,,1,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/496-20.html,We,2:00PM-4:50PM,Tech Institute,Xiao Wang
COMP_SCI 436: Graduate Algorithms,CS 212 and CS 336 or CS MS or CS PhDs,"This is an introductory graduate level course on Algorithms that will give broad exposure to recent advances in algorithms, yet cover the fundamental techniques needed to understand the recent advances in algorithms research. At the end of the course, students will be able to read and understand research papers in most recent areas of algorithms research. The pre-requisites for the course includes the undergraduate Algorithms course (COMP_SCI 336 or equivalent) and COMP_SCI 212 or equivalent. Some familiarity with linear algebra is useful, but not necessary strictly. Formerly Comp_Sci 496 - last offer was Spring 2024 INSTRUCTOR: Prof. Konstantin Makarychev or Prof. Aravindan Vijayaraghavan A TENTATIVE LIST OF TOPICS IS GIVEN BELOW: Concentration bounds / Large deviations, Chernoff bounds. Hashing, balls and bins, power of two choices. Probabilistic method, random graphs, average-case analysis. Linear programming (review) , LP Duality. Ellipsoid Algorithm, convex programming. Approximation algorithms, randomized rounding. Eigenvalues, eigenvectors, random walks, expanders. Dimension reduction (Johnson-Lindenstrauss), PCA/ SVD, Clustering in high dimensions. Semi-definite programming, use in approximation algorithms. Metric Embeddings, Locality Sensitive Hashing. Competitive Analysis, Online algorithms PAC  learning, VC theory. Multiplicative weights, applications (online learning, zero-sum games).",0,,1,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/436.html,TuTh,11:00AM-12:20PM,Tech Institute,Konstantin Makarychev
COMP_SCI 351-1: Intro to Computer Graphics,CS 214-0 or CS MS or CS PhDs or Instructor permission,"Theory and implementation of fundamental techniques for 3D rasterization. Topics include: linear algebra geometry, 3D camera motion, model and mesh construction, mathematical 3D animation, and introductory lighting with rasterization. This course satisfies the Interfaces Breadth & project requirement. COURSE GOAL: After taking CS 351-1, a student should be able to: Read WebGL API specifications and have familiarity with basic WebGL functionality Explain the use of linear algebra and standard mathematical operations in computer graphics Manipulate simple animations and camera movements Apply rasterized lighting techniques to computer graphics programs with GLSL COURSE COORDINATOR: Prof. Dietrich Geisler COURSE INSTRUCTOR : Prof. Dietrich Geisler REQUIRED TEXTBOOKS :  N/A",1,,0,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/351-1.html,,,,
"COMP_SCI 396, 496: Human-AI Interaction Research",Instructor permission,"This graduate-level seminar explores the rapidly evolving field of Human-AI Interaction (HAI), focusing on how humans interact with artificial intelligence systems. The course will focus on discussing recent literature in the field of human-computer interaction relating to the design and evaluation of AI systems. Students will be expected to read and lead discussions on various dimensions of human-AI interaction, including ethics, explainability, design methods, human-AI collaboration, recommender systems, and a few notable application areas. You do not need to have a strong ML or HCI background to take this class, but research experience in a related field is strongly encouraged. Learning Objectives: By the end of the quarter, students will develop a deep understanding of HAI and related literature. They will practice core research skills, reading and discussing important papers in the field. Each week, there will be 2-3 reading assignments, for which you'll write a short response. Students will also practice core professional skills by leading discussions and presenting research ideas. By the end of the course students will be able to answer the following questions: What are principles, frameworks, and theories that guide Human-AI Interaction? What are methods for integrating user feedback into AI development to ensure systems align with human needs, values, and limitations? What are some of the ethical, legal, and societal implications of AI systems, including issues of bias, fairness, transparency, and accountability.? What are tools and techniques for evaluating the usability of AI interfaces and experiences? Pre-Requisites: Students in the class will likely have different backgrounds and there are no pre-required courses. The course is intended for graduate students and advanced undergraduate students with interest in learning about human-computer interaction research related to the creation of AI systems. Undergraduate and master’s students must receive instructor approval to register. This course fulfills the Technical Elective area. REFERENCE TEXTBOOKS: N/A REQUIRED TEXTBOOK: N/A COURSE COORDINATORS: Prof. Maia Jacobs COURSE INSTRUCTOR: Prof. Maia Jacobs",0,,0,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/396-496-7.html,,,,
COMP_SCI 387: Responsible Software Engineering,COMP_SCI 213 and 214 or CS MS or CS PhDs or Instructor permission,"As software’s role in the world ever increases, so do the consequences of software going wrong–be it accidentally or maliciously. As software engineers, it is our responsibility to guard against such failures to the best of our ability, and to ensure that the software we build benefits the public rather than harms them. In this class, we will study a variety of software failures–both recent and historical–to understand what led to them and draw lessons from them. In parallel, we will explore techniques, tools, and processes that can help prevent such failures, and should thus be part of a responsible software engineer’s toolbox. Students in the class will also need to be comfortable with ambiguity and open-ended tasks. If you are interested in a class where we do not have all the answers, and where you'll be the one who needs to find them, then this class is for you. (If not, then maybe not). Formerly Comp_Sci 396 - last offer was Winter 2025 This course satisfies CS Technical Elective. Key themes Reliability Planning Impact of software Organizational dynamics Sample topics The Equifax leak (2017), dependency evaluation The Therac-25 accidents (1985-1987), fuzz testing Structure Weekly/daily readings and summaries/reflections Small group / whole class discussions Hands-on group activities Final presentation Mandatory attendance and participation COURSE INSTRUCTOR: Prof. Vincent St-Amour",0,,0,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/387.html,,,,
COMP_SCI 265: AI and International Security,None,"The goal of this course is to give students a broad idea of how advanced AI techniques are reshaping the international security landscape. This course does not require a background in either AI or CS and is targeted at undergraduates from across the campus. McCormick students in CS degree - CS 265 can be use in ""Advanced Elective"". Formerly Comp_Sci 296 - last offer was Spring 2025 REFERENCE TEXTBOOKS: N/A REQUIRED TEXTBOOK: N/A COURSE COORDINATORS: Prof. Subrahmanian COURSE INSTRUCTOR: Prof. Subrahmanian (Spring)",0,,1,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/265.html,MoWe,9:30AM-10:50AM,Tech Institute,V.S. Subrahmanian
COMP_SCI 308: Foundations of Security,COMP_SCI 211 and 214 or Instructor Consent,"Have you been or do you know anyone who has been a victim of a data breach? Data breaches have become commonplace with the causes often being a simple security mistake/piece of insecure infrastructure with a massive impact. Do you see yourself building a simple application that handles user data? You would have a responsibility to protect your users’ data. Are you interested in cybersecurity as a specialization or career path? You’ll probably get to advise the design of systems to be secure from the ground up and mitigate security incidents in real time. And finally: do you envision yourself in a role where you will either build or manage any systems that people will use? Then your systems need to be secure. Cybersecurity is fundamental to every software application or system, however small, and anyone responsible for maintaining or building any computer system will be accountable for some part of its security. We use systems, software, and tools every day that may be vulnerable to security breaches and incidents. Despite this, cybersecurity remains an afterthought in the design of software, and is often underexplored by those not passionate about the field. The goal of this class is to provide a practical, defense-focused introduction to such security foundations. Overall, this course aims to provide a security foundation for three major applications: 1. Incorporating fundamental security when building applications 2. A starting point for security fundamentals important for students interested in a cybersecurity role 3. Technical and non-technical approaches to security We will cover a variety of topics including (but not limited to) threat modeling, security of applications, authentication, cryptography, access control, data security, social engineering, and ethics of cybersecurity decisions (or lack, thereof). For a portion of the class, we will work with web applications, however, we do not expect any prior background and will provide required background as needed. Students will be assessed through programming and written assignments, in-class activities, and timed assessments. Formerly Comp_Sci 396 - last offer was Spring 2024 This course fulfills Technical Elective area. COURSE COORDINATORS: Prof. Sruti Bhagavatula COURSE INSTRUCTOR: Prof. Sruti Bhagavatula",0,,1,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/308.html,TuTh,11:00AM-12:20PM,Tech Institute,Sruti Bhagavatula
COMP_SCI 396: Fairness in ML,Permission of Instructor,"As machine learning (ML) models become more widely used in financial, healthcare, and other high-stakes settings, concerns of models’ fairness become more important. While there are many diGerent philosophical perspectives and mathematical measures of model behavior, there is no single definition of fairness that can be applied to all models, tasks, or datasets. We will draw on research from a wide variety of areas both within and outside computer science to evaluate and improve the fairness of machine learning models. We will collectively work to create, evaluate, and critique an ML autograder that can grade students’ written work. Syllabus This class assumes prior knowledge of machine learning (e.g., COMP_SCI 349) and enrollment is by permission only. This course fulfills the Technical Elective area. REFERENCE TEXTBOOKS: None REQUIRED TEXTBOOK: None COURSE COORDINATORS: Zach Wood-Doughty COURSE INSTRUCTOR: Prof. Zach Wood-Doughty",0,,0,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/396-10.html,,,,
"COMP_SCI 397, 497: Advanced Topics in Compilers",COMP_SCI 322 & COMP_SCI 323,"Production compilers often do not include the latest compilation techniques proposed by the research community. This is because the latest techniques are often not yet as robust as they need to be to be included in a production compiler. My other compiler classes ( COMP_SCI 322 and COMP_SCI 323 ) teach well-established compilation techniques included in production compilers (e.g., register allocation, instruction selection). This class, instead, focuses on the advanced compilation techniques the research community has proposed that are not yet included in production compilers. This class covers the large number of compilation techniques proposed by the research community across several years. Specifically, we organize these compilation techniques in topics. Every year we will focus only on up to two topics (e.g., automatic parallelizing compilers, autotuning) to allow a deep dive study. Syllabus COURSE COORDINATOR: Prof. Simone Campanoni COURSE INSTRUCTOR: Prof. Campanoni",0,,0,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/397-497-2.html,,,,
COMP_SCI 321: Programming Languages,"Prerequisites: COMP_SCI 111, COMP_SCI 211, and COMP_SCI 214 or CS MS or CS PhDs or Instructor permission","This course introduces students to the key features of programming languages. Students implement a series of interpreters that nail down the precise details of how various aspects of programming languages behave.  Students are assumed to understand trees and (mathematical) functions that process them; the course builds up to the features of real programming languages from there. REQUIRED TEXTBOOK: Programming Languages: Application and Interpretation by Shriram Krishnamurthi COURSE INSTRUCTOR: Prof. Robby Findler or Prof. Christos Dimoulas or Prof. Dietrich Geisler COURSE COORDINATOR: Prof. Robby Findler COURSE TOPICS: The course explores these aspects of a programming language (in this order): Modeling programming languages Arithmetic expressions & variables Functions Deferring substitution First class functions (implementing) Recursion State Control Garbage collection Types GRADES: Grades are based on weekly homework assignments. EXAM: There is no exam in this course. COURSE OBJECTIVES: Students that complete this course should: understand the basic features that underlie most programming languages understand the basic semantic features of all call-by-value programming languages (which includes nearly all programming languages they will encounter), understand the pragmatics behind those features (when to use them and why), understand some of the more advanced features, when they are applicable, and when they are desireable, be able to maintain and extend an interpreter-based implementation of a programming language containing those features",0,,1,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/321.html,TuTh,11:00AM-12:20PM,Tech Institute,Robby Findler
"COMP_SCI 396, 496: Computing, Ethics, and Society",Instructor permission - Application: https://forms.gle/coGUDa6PBzNUCaim7,"Computing technologies shape our personal, social, and political lives in increasingly complex and consequential ways – providing tremendous benefits (e.g. convenient access to information, connecting to one another across time and space) and harms (e.g. biased decision-making, mass surveillance, disinformation campaigns, and exclusion from critical material opportunities) that are important to examine and understand. At the same time, these technologies are born and shaped by the societies in which they are developed. Thus, grappling with the ethics of technologies (i.e considering the harms and benefits, how and why they were created in the first place, and how and to what ends they are used) is important not only for ultimately creating more moral technologies but a more moral society. Thus, our approach to the ethics of computing technologies requires a multifaceted assessment of their harm and benefit to our individual, cultural, and political lives, and simultaneously a critical examination of the values, ideologies, and contexts through which computing technologies emerge. To accomplish this, we will engage in critical reading across a range of topics drawn from computer science and HCI, education and learning sciences, as well as ethics and philosophy. These readings and ideas will help us to: Recognize the value judgements and subjectivities that undergird a wide variety of technical practices (e.g. sampling, data collection practices, categorization and classification, prediction, system design, etc.). Examine the design choices and tradeoffs that various computing infrastructures make (and have made) in relation to important societal values (e.g. individual autonomy, free speech, equity, privacy, justice, security, access to opportunity, etc.). Consider some of the intended and unintended consequences of computing applications within our communities, institutions, and social systems (e.g. schooling, employment, policing, transportation, business, etc.). This involves paying attention to who wins and who loses, as well as how these technologies might amplify existing marginalities and privileges. Develop a variety of analytic lenses for examining computing technologies in terms of their social, ethical, and political consequences. The course is open to all students. For CS majors, minors, and graduate students, the course aims to help students to consider and grapple with ethical dimensions of their work, in order to inform a more critical technical practice. For students coming into the class from other disciplinary vantage points, the course aims to provide a solid foundation for thinking about the possibilities, risks, and impacts of computer-mediated infrastructures on society. The course format will consist of: Readings and in-class discussions. In-class activities to help students to consider the potential impacts of different kinds of technologies and design decisions. Reflective writing assignments that will ask you to analyze the social and ethical dimensions of contemporary technology debates. COURSE COORDINATORS: COURSE INSTRUCTOR : Victoria Chavez or Natalie Araujo Melo",0,,0,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/396-496-25.html,,,,
COMP_ENG 452: Advanced Computer Architecture I,COMP_ENG 361 or consent of the instructor.,"CATALOG DESCRIPTION: Design and evaluation of modern uniprocessor computing systems. Evaluation methodology/metrics and caveats, instruction set design, advanced pipelining, instruction level parallelism, prediction-based techniques, alternative architectures (VLIW, Vector and SIMD), memory hierarchy design, I/O, and recent trends in architecture (e.g., low-power architectures, application-specific processors). Case studies. REQUIRED TEXT: None RECOMMENDED TEXT: J. Hennessy and D. Patterson, Computer Architecture: A Quantitative Approach , Morgan Kaufmann, 3 rd edition, 2003. Research, survey, and case study papers. COURSE DIRECTOR: Prof. Nikos Hardavellas COURSE GOALS: Learn how to build the best processor/computing system understanding the underlying tradeoffs and ramifications. PREREQUISITES BY COURSES: COMP_ENG 361 or consent of the instructor. PREREQUISITES BY TOPIC: Basic notions of computer architecture including programs, instruction sets, simple processor design and memories. DETAILED COURSE TOPICS: Week 1: Review of basic system design, technology, evaluation methodology. Metrics: performance, cost and power. Week 2: Instruction set architecture: implications and interaction with compilers. Week 3: Advanced Pipelining and introduction to instruction-level parallelism. Week 4: Instruction-level parallelism, superscalar processor design, register renaming and precise interrupt handling. Week 5: Branch prediction, related static/dynamic techniques and other prediction-based techniques. Week 6: VLIW, vector processors, multimedia targeted instruction sets. Memory system design introduction. Week 7: Memory system design: memory operation scheduling/memory renaming, advanced caches, pre-fetching, main memory systems, modern DRAM technologies. Week 8: Virtual memory support. I/O. Week 9: Technology forecasts, state-of-the-art in modern processor design and case studies. Week 10: Project Presentations. COMPUTER USAGE: As required for the course project and assignments. LABORATORY PROJECT: An extensive individual or group project on an advanced topic in computer architecture. While, a list of suggested project topics will be provided, students are strongly encouraged to suggest a project of their own. The default project is to do some original research in a group of two to three students. Alternatively, a student may work alone on a survey. GRADES: 50% Project 30% Final 10% Homework assignments 10% Class Participation COURSE OBJECTIVES: To provide students with: (1) a broad understanding of computer architecture and, (2) to the extent possible, an understanding of the current state-of-the-art in uniprocessor computer architecture. In 361 students learn how to build a working computer. In this course, we go a step further and study how to use technology to build the “best” computer/processor. Specifically, upon completion of this course, a student should have developed: •  Broad understanding of the design of computer systems, including modern architectures and alternatives. •  Understanding of the interaction amongst architecture, applications and technology. •  Understanding of a framework for evaluating design decisions in terms of application requirements and performance measurements. •  A historical perspective on computer system design. •  Gain experience with using and modifying a state-of-the-art computer simulator. •  Gain experience on identifying and pursuing a research project. •  Gain experience with writing a research report. •  Gain insight on evaluating research papers. •  Gain experience in technical presentations.",1,,0,https://www.mccormick.northwestern.edu/electrical-computer/academics/courses/descriptions/452.html,,,,
COMP_SCI 337: Intro to Natural Language Processing,Senior CS majors  or COMP_SCI 348 or consent of instructor,"A semantics-oriented introduction to natural language processing, broadly construed. Representation of meaning and knowledge inference in story understanding, script/frame theory, plans and plan recognition, counter-planning, and thematic structures. This course satisfies the AI Breadth & Project Requirement REQUIRED TEXTBOOK : None. REFERENCE TEXTBOOKS: • ANSI Common Lisp Book INSTRUCTORS: Prof. Birnbaum COURSE COORDINATOR: Prof. Larry Birnbaum DETAILED COURSE TOPICS: Language Understanding Modeling Human Cognition with Computers Psychological Theories and Themes Task Driven Software and Artifact Design HOMEWORK ASSIGNMENTS: Assignment 1 - Lisp Intro Assignment 2 - Ambiguity Assignment 3 - Eliza Assignment 4 - Action - Inference. Assignment 5 - Inferencer Pick one: Paper or Program GRADES: Class discussion - 10% Projects and Assignments - 50% (Harder assignments are worth more. Go figure.) Final Paper - 30% Attendance - 10%",1,,0,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/337.html,,,,
COMP_SCI 392: Rapid Prototyping for Software Innovation,"COMP_SCI 214 or At least a year of programming experience, preferably in multiple languages","The goal of this course is to provide an opportunity to learn the technical and critical reasoning skills need to rapidly and iteratively develop innovative full-stack mobile / web software applications. This course satisfies Software Development Breadth or Project area Formerly Comp_Sci 397/497 - last offer was Fall 2022 In particular, this course will focus on how rapid code development is supported by modern open-source frameworks, such as React and React Native, cloud services, such as Firebase and Heroku, development IDEs, such as Atom and Visual Studio Code, and collaborative source control tools, such as Github, GitLab, and Bitbucket. value-early development and user testing is supported by agile's focus on continuous retrospective process improvement Kanban's focus on continuous flow lean startup's emphasis on value-driven hypothesis testing INSTRUCTOR: Prof. Chris Riesbeck FORMAT: There will be three projects: one 2-week warmup project, defined by the instructor, and two 4-week projects defined by the teams. Each project will have two in-class demonstrations: one after the first week, to show an initial slice of testable value, and one at the end of the project, to demonstrate the final state of the project. The course class meetings will have some lectures, but be primarily in-class activities, setting, tracking, and analyzing team and product development goals. Attendance is tracked. Teams will maintain code repositories on Github under an organization created for the class, to support weekly review of every team member's contributions to the code base. There will be three CATME reviews, where team members assess each other's contributions to the team's development. GRADING: Is based on participation and contribution to the project and team development, as evidenced by code contributions in Github team review in CATME attendance and participation in in-class activities and agile coaching sessions participation in the Piazza forum TOPICS: Rapid iterative web and mobile app prototype development: Multi-platform rapid prototype with React and React Native Data evolution with key-value databases: Firebase, MongoDB Feature-driven source control branching: Github, GitFlow Robust state management: Redux Authentication: OAuth 2.0 Web workers, Progressive Web Apps, Push notifications Lean agile development user stories and task boards iteration planning and tracking (burndown, burnup) retrospective-based continuous improvement Kanban WIP, cumulative flow READINGS: Online tutorials for technical frameworks, e.g., React, React Native, Git and Github. Agile development slides at the COMP_SCI 394 course web site. Recommended book: The Agile Samurai",1,,0,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/392.html,,,,
"COMP_SCI 396, 496: Security and Privacy Education",,"Cybersecurity and data privacy are crucial for computer or digital users to keep their data and themselves safe. It is also important to consider security and privacy when designing any technology that users interact with, which can apply to most computing fields. In this course, we will examine the role and effectiveness of cybersecurity and data privacy education across multiple dimensions. For example, we will discuss and synthesize approaches to security and privacy education for everyday users as well as for incorporating security and privacy into the design of technologies across various computing fields. Prerequisites: Instructor Consent Required - Some experience with or background in security and/or privacy is necessary. To request permission, you must use this INSTEAD of emailing the professor. https://forms.gle/1EVTVTnUncg5VtVYA COURSE COORDINATORS: Sruti Bhagavatula COURSE INSTRUCTOR : Prof. Bhagavatula",0,,0,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/396-496-13.html,,,,
"COMP_SCI 396, 496: HCI Methods for Health Research",Instructor Permission - please complete form https://forms.gle/xtxPfkK58FXxFWVD8,"Health technologies are now being used by providers to improve care and by people as they manage their health in everyday life. This course will survey research at the intersection of HCI, CSCW, and mental health. We will review research methods being used to understand healthcare processes, collect health data, and design digital health interventions. This seminar is intended for doctoral students with ongoing projects related to HCI and health. Through this seminar course, students will get exposure to the theories and sociotechnical principles that help in creating effective interventions, and methods for evaluating their success. This course fulfills the Technical Elective area. REFERENCE TEXTBOOKS: N/A REQUIRED TEXTBOOK: N/A COURSE COORDINATORS: Prof. Maia Jacobs COURSE INSTRUCTOR: Prof. Maia Jacobs COURSE GOALS:",1,,0,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/396-496-23.html,,,,
"COMP_SCI 260, 460: Introduction to Law and Digital Technologies","CS 260 none, other than an interest and willingness to learn. CS 460 CS MS or CS PhDs or an interest and willingness to learn. COURSE INSTRUCTORS: Prof. Linna Jr. & Prof. Villasenor","Course summary: This course explores the legal implications of the contemporary technology landscape, including the growth of artificial intelligence, the ecosystem for creating and disseminating digital information, and the challenges of ensuring digital privacy and algorithm equity. The course aims to help students develop a broad, contextualized view of the legal and policy opportunities and challenges associated with rapid technological change. A key goal of the course is for students to acquire the skills to understand, contribute to, and shape the dialog on complex issues at the intersection of technology and law. Assignments and grading: Students are expected to 1) prepare for, attend, and participate in class, 2) participate in one short team-based debate, 3) participate in one short team-based presentation, 4) write one technology paper approximately 1200 words in length, and 5) complete additional assignments such as readings. McCormick students in CS degree - CS 260 can be use in "" Advanced Elective "". CS 460 course DOES NOT satisfies Undergrad CS Technical Elective. Formerly COMP_SCI 295/496 back in Spring 2022.",0,,0,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/260-460.html,,,,
COMP_SCI 474: Probabilistic Graphical Models,COMP_SCI 349 or PhD CS or permission of the instructor,"Probabilistic graphical models are a powerful technique for handling uncertainty in machine learning. The course will cover how probability distributions can be represented in graphical models, how inference and learning are performed in the models, and how the models are utilized for machine learning in practice. Required Textbook: Koller and Friedman. ""Probabilistic Graphical Models: Principles and Techniques."" The MIT Press, 1st Edition; ISBN: 9780262013192 COURSE INSTRUCTOR : Prof. Zach Wood-Doughty Course Goals: The primary learning objective of the course is for students to gain an understanding of how graphical models can be used to represent probability distributions, and how to perform inference and learning. Topics include directed and undirected graphical models, exact and approximate inference methods, and supervised and unsupervised parameter and structure learning. Grades : Homework will involve both mathematical exercises and programming assignments, and will comprise 75% of the grade. A final exam comprises the remaining 25% of the grade.",0,,0,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/474.html,,,,
COMP_ENG 453: Parallel Architectures,COMP_ENG 361 or consent of instructor.Â COMP_ENG 452Â andÂ COMP_ENG 358Â are useful but not required.,"CATALOG DESCRIPTION: Parallel computer architecture and programming models. Message passing and shared memory multiprocessors. Scalability, synchronization, memory consistency, cache coherence. Memory hierarchy design. Network design. REQUIRED TEXTS: Michel Dubois, Murali Annavaram, and Per Stenstrom, Parallel Computer Organization and Design , Cambridge University Press, 2012 (ISBN: 9780521886758 ) COURSE DIRECTOR: Prof. Russ Joseph PREREQUISITES BY COURSES: COMP_ENG 361 or consent of instructor. COMP_ENG 452 and COMP_ENG 358 are useful but not required. PREREQUISITES BY TOPIC: Basic uniprocessor architecture, especially cache organization. DETAILED COURSE TOPICS: Week 1: Introduction, overview of parallel architectures, fundamental design issues, examples of parallel programs and models. CSG Chapters 1 and 2. Week 2: Workload-driven evaluation, introduction to symmetric multiprocessors and cache coherence. CSG Chapter 3 and 4. Weeks 3 and 4: Symmetric multiprocessors continued: cache coherence, memory consistency, synchronization. Snoop-based multiprocessor design. CSG Chapters 4, 5 and 6. Weeks 5 and 6: Scalable multiprocessors: scalability, programming models, clusters and networks of workstations and directory-based coherence. CSG Chapters 7 and 8. Week 7: Relaxed consistency models and software/hardware tradeoffs. Introduction to interconnection network design. Week 8: Dataflow, SIMD and other alternatives. AG Chapter 10.2.8. Week 9: Research papers, case studies and work on projects. Week 10: Project presentations. COMPUTER USAGE: As required for the course project and assignments. LABORATORY PROJECT: An extensive individual or group project on an advanced topic in parallel computer architecture. The default project is to do some original research in a group of two to three students. Alternatively, a student may work alone on a survey. GRADES: 40% Project 45% Midterm and Final 10% Homework 5% Class Participation COURSE OBJECTIVES: The goal of this course is to provide students with (1) a broad understanding of parallel computer architecture and (2) to the extent possible, an understanding of the current state-of-the-art in parallel computer architecture. Specifically, upon completion of this course, a student should have developed: Broad understanding of the design of parallel computer systems, including modern parallel architectures and alternatives. Understanding of the interaction amongst parallel architecture, applications, and technology. Understanding of a framework for evaluating design decisions in terms of application requirements and performance measurements. Gain experience with using and modifying a parallel computer simulator. Gain experience on identifying and pursuing a research project. Gain experience with writing a research report. Gain insight on evaluating research papers. Gain experience in technical presentations.",1,,0,https://www.mccormick.northwestern.edu/electrical-computer/academics/courses/descriptions/453.html,,,,
COMP_SCI 497: The Design of Tools and Technologies for Computer Science Education,This course is primarily aimed at Ph.D. students. Undergrad and M.S. students by permission only,"This seminar class will focus on reading research papers about the design of tools and technologies for computer science education and conducting individual research projects in this area. The course will cover computer science education across a variety of contexts, including formal and informal learning spaces at the K-12 level, university level, and adult/professional level. We'll read papers about the design of different tools and technologies to facilitate learning computational ideas, including IDE design, physical programming and making, crowdsourcing systems, and learning analytics. There will be a final project component, ideally related to each students' own personal research interests, that will touch on the topics covered in class. By the end of the quarter, students will have a broad understanding of current research in computer science education and how tools and technologies can be designed to support and foster learning in this domain. Students will also have a chance to practice reading and reflecting on research papers, presenting and leading discussions, and conducting their own independent research in this space. COURSE COORDINATORS: Prof. Eleanor O'Rourke COURSE INSTRUCTOR : Prof. O'Rourke",1,,0,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/497-4.html,,,,
COMP_SCI 314: Technology & Human Interaction,Undergrad Students Junior & Senior only,"We are surrounded by technologies that support our everyday social interactions. Facebook and Twitter provide persistent services for exchanging personal information, ubiquitous computing environments permit the integration of computational artifacts into the everyday world, and new technologies enable people to collaborate on projects when they are thousands of miles apart. The design of such systems, however, is not simply a technical question. In order to successfully create these systems, we need to understand how people work, play, and communicate with one another in a wide variety of situations. This course illustrates the practice of understanding human interactions that take place both with and through technology; and it explores the design, creation and evaluation of technologies to support such interactions. Course topics include: design processes, prototype construction and evaluation techniques. Specialized topics cover social computing technologies, social software and collaborative systems, and entertainment technologies. No programming experience is necessary. There will be occasional labs to explain technical content. Cross-listed with Comm_ST 351 INSTRUCTOR : Darren Gergle EVALUATION METHOD: Course requirements include short hands-on exercises, two exams, and a group project.",1,,0,https://www.mccormick.northwestern.edu/computer-science/academics/courses/descriptions/314.html,,,,
